textID,text,selected_text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km²),Density (P/Km²)
2e91b3823b, apparently were not as good as the Brazillians tho`,were not as good as the Brazillians,negative,morning,46-60,Argentina,45195774,2736690.0,17
162d33e031, glad you could make it,glad you could make it,positive,night,31-45,Tonga,105695,720.0,147
d611e1de10, that makes me sad...,that makes me sad...,negative,night,70-100,Equatorial Guinea,1402985,28050.0,50
5cde00465e,what a bummer that tomorrow is friday again!,bummer,negative,noon,21-30,Saint Kitts and Nevis,53199,260.0,205
dc571b5ef9,presentations finished. Busted ankle after stupido models broke catwalk and I TWICE fell in hole in beautiful bottle green Mary Janes,presentations finished. Busted ankle after stupido models broke catwalk and I TWICE fell in hole in beautiful bottle green Mary Janes,neutral,night,70-100,Gambia,2416668,10120.0,239
c7e8e03aaf,Decided I should study  (finger down throat making gaging noises) Hate MFs!!,Hate,negative,noon,21-30,Venezuela,28435940,882050.0,32
9bde32f056, Munderday. I like that.,I like that.,positive,noon,60-70,North Korea,25778816,120410.0,214
4491189459, my boss. She`s moving to NYC,my boss. She`s moving to NYC,neutral,morning,46-60,South Korea,51269185,97230.0,527
acf42aaa67, boo...I thought being on the list meant it would be good to go  looks like i`ll have to get a CF adapter for my dslr!,boo.,negative,morning,0-20,Trinidad and Tobago,1399488,5130.0,273
e3a67f4c54, I told u I tried but 88 said it was 2 late  cause the girl I was with took 4ever 2 get ready. they wanted to meet up by 11.,d it was 2 late,negative,morning,0-20,Philippines,109581078,298170.0,368
7cf5408afa, Bro. Martin!! I need you to repent!! Pam said we were going to get to meet you last wknd...,o repent!,negative,night,31-45,Canada,37742154,9093510.0,4
e63909db33,You know funny thing about everyone packing for E3 is that I am packing to go to mexico... not E3,funny,positive,morning,46-60,Lithuania,2722289,62700.0,43
8a5155db71, i`m about to have to hang up   my fone is getting to hot,to ha,negative,night,31-45,San Marino,33931,60.0,566
3a681c24dc,My new landlord just called.. I cant move in until tomorrow morning  Way to rain on my parade..,I cant mo,negative,noon,21-30,Paraguay,7132538,397300.0,18
7321fe66ff, tell your friends to tie you to the railing. I expect a tweet tomorrow about headaches and feeling tired,tired,negative,night,31-45,Uganda,45741007,199810.0,229
1760ca7893,this goes out to the one n only smirker   cheers dave!  aka jak  aka the best chest ever! ? http://blip.fm/~5jjcc,the be,positive,morning,0-20,Trinidad and Tobago,1399488,5130.0,273
de3d07a1e8,Apperently ea knows my copy of the sims 3 is not legit and is upset,upset,negative,morning,46-60,Trinidad and Tobago,1399488,5130.0,273
d7fd5b7cea,"Not to worry, noone got that one. Next question starts in 1 minute, get your thinking caps on","Not to worry,",positive,night,70-100,Niger,24206644,1266700.0,19
c32d8b6392,  Thx 4 sharing!,Thx,positive,night,31-45,Laos,7275560,230800.0,32
03f8b22ee7,"Oh ffs :@ a don`t get paid till monday :@:@:@ :$. Sorry william, gonna have to wait till next weekend till I give you Ã¯Â¿Â½  :@","Sorry william, gonna have to wait till next weekend ti",negative,noon,21-30,Mauritius,1271768,2030.0,626
f1ec1d56cf,I can has cheeseburger,I can has cheeseburger,neutral,morning,0-20,Belarus,9449323,202910.0,47
8f60a3357d,ITS RAINING ITS POURING.............where is my spooning  buddy,ITS RAINING ITS POURING.............where is my spooning  buddy,neutral,night,70-100,Australia,25499884,7682300.0,3
09ab7a870e,looks like another sober weekend ahead...,sober weekend ahead...,negative,night,70-100,Lesotho,2142249,30360.0,71
a5ea878610, is over,is over,neutral,noon,21-30,Iceland,341243,100250.0,3
d8e204b2a3, Hey! So glad it`s Friday but not happy that I just ate a bad apple,So glad it`s Friday but not happy that I just ate a bad apple,neutral,night,70-100,Ecuador,17643054,248360.0,71
95fe7c81b9,"I was just watching some cartoons as I haven`t in years when I was eating my breakfast, the programs have changed","I was just watching some cartoons as I haven`t in years when I was eating my breakfast, the programs have changed",neutral,night,31-45,Thailand,69799978,510890.0,137
22c7c7dea6,"Still no pic, very sad",very sad,negative,morning,0-20,Greece,10423054,128900.0,81
46dac75232,Pshh i dont have it,Pshh i dont have it,negative,morning,0-20,Jamaica,2961167,10830.0,273
bcb091ea3b,Gah! Buddy K is a must hang with person right now I miss him.  Along with Parker and McPhee.,I miss him.,negative,noon,60-70,Bangladesh,164689383,130170.0,1265
7b58377103, would like to swap...i`m sitting with 3 grumpies,like,positive,night,31-45,Burkina Faso,20903273,273600.0,76
4ab1715033,going to bed. night,going to bed. night,neutral,night,70-100,Canada,37742154,9093510.0,4
a279f47956,Smores plus jacuzzi equals amazing,amazing,positive,noon,21-30,Fiji,896445,18270.0,49
647f5934e4,Yay for having a giant headache  stupid glasses.,stupid,negative,morning,0-20,South Korea,51269185,97230.0,527
c3dc352877," Sad thing is that I wanted to work there for years, it was my dream job. Was crushed when I saw how crappy it was. Still bitter",Sad,negative,noon,21-30,Venezuela,28435940,882050.0,32
503f1540e8,"My leg broke, now I am waiting untile i can go again","broke,",negative,night,70-100,Vietnam,97338579,310070.0,314
4a265d8a34, ****,****,negative,night,31-45,San Marino,33931,60.0,566
449a9f66b7,"Shooould be sleeping already, but got caught up watching some late night `Roseanne`. Officially off to bed after the next episode!",caught up,negative,night,31-45,Madagascar,27691018,581795.0,48
5a81652f80, I do NOT. I RARELY dye it at all.  the red was the first in aaaagggessss. My hair just hates me.,I do NOT. I RARELY dye it at all.  the red was the first in aaaagggessss. My hair just hates me.,negative,night,70-100,Gambia,2416668,10120.0,239
84f17cea0c,is bored at work,bored,negative,night,70-100,Kiribati,119449,810.0,147
2a9456741d," it was put on by our neighborhood, so just a little one. Like 25 runners. I got 1st place, with an okay time. I was happy.","it was put on by our neighborhood, so just a little one. Like 25 runners. I got 1st place, with an okay time. I was happy.",neutral,night,31-45,Portugal,10196709,91590.0,111
882d707aca,**** it. Totally gutted I decided not to go out tonight. Roni Size is DJing,**** it. Totally gutted,negative,morning,46-60,Yemen,29825964,527970.0,56
a222127ba5," agreed  it did take me a little while to find my way on stocktwits, but once I did, I cant imagine working w/o it","agreed  it did take me a little while to find my way on stocktwits, but once I did, I cant imagine working w/o it",neutral,noon,60-70,Slovakia,5459642,48088.0,114
345c8902ea," ok cause the one  S orange is still open. Whew, you just scared me. Sorry the one by you closed",t scared,negative,night,31-45,Chile,19116201,743532.0,26
04529e9444,"Have to walk to school, and i have two welts on my thighs!",welts,negative,night,31-45,Mexico,128932753,1943950.0,66
9e962ba736,With bff _chrissy22 glad she got that dog out of here lol my stomatch hurts,stomatch hurts,negative,night,70-100,Ghana,31072940,227540.0,137
c60a403476,"Next thing to do tomorrow morning: Temperature Check! It`s gonna be a routine till Swine Flu dies. Good Night, everyone!",Good,positive,night,31-45,Equatorial Guinea,1402985,28050.0,50
d5f51efbb9, Good Morning Rock Star Nurse,Good,positive,morning,46-60,Timor-Leste,1318445,14870.0,89
865ca631f8,ooooh.... I have a headache.  Got to go to work now,headache.,positive,noon,21-30,Romania,19237691,230170.0,84
397d867c2d,My moms calling hospice 4 great gpa  its only a matter of time only God knows.,My moms calling hospice 4 great gpa  its only a matter of time only God knows.,neutral,noon,21-30,North Korea,25778816,120410.0,214
0645b76653, Moral support for students,Moral support for students,positive,night,70-100,Madagascar,27691018,581795.0,48
89d037da4b, I heart you girls!! Let`s hang out soon!,I heart you,positive,noon,21-30,Somalia,15893222,627340.0,25
3bcb76d7b5,"Flat is sparkling clean, now that`s team work  on way to pick up food for 6!","Flat is sparkling clean,",positive,night,31-45,Ecuador,17643054,248360.0,71
923295751d,"I think my bicycle and I just freaked out a custodian, who wouldn`t have let me in the building if I didn`t let myself in with a key",freaked,negative,morning,0-20,Kazakhstan,18776707,2699700.0,7
43b42b08ef,She didn`t make the challenge,She didn`t make the challenge,neutral,morning,46-60,Ukraine,43733762,579320.0,75
b2125d70cd,: Started using the branch,: Started using the branch,neutral,noon,21-30,Chad,16425864,1259200.0,13
5bf61ffc14,"oh dear, they selected the worst bit for highlight for soprano guy",the worst bit for highlight for soprano guy,negative,morning,46-60,Burundi,11890784,25680.0,463
7972343be5,Loves fatty take away nights... yummy  then coming home and facespacing with my roomies,yummy,positive,noon,60-70,Moldova,4033963,32850.0,123
d306f01186, the following week would be better - I`ll be gone next week,would be better,positive,night,70-100,Portugal,10196709,91590.0,111
3e9b8995b8,I`m boredddd. The day has gone quick  I don`t like it!,I`m boredddd. The day has gone quick  I don`t like it!,negative,night,70-100,North Macedonia,2083374,25220.0,83
be2f474842," i`m sorry! lol i have never had, like, actual time to spend there unfortunately. everything`s always been INSANE when i go","i`m sorry! lol i have never had, like, actual time to spend there unfortunately. everything`s always been INSANE when i go",negative,night,31-45,Czechia (Czech Republic),10708981,77240.0,139
70d229b300, haha. Your a loser.  ily,haha. Your a loser.  ily,neutral,morning,46-60,Mongolia,3278290,1553560.0,2
6df5a09d09, MTV Movie Awards. Go vote! STAT,MTV Movie Awards. Go vote! STAT,neutral,noon,21-30,Israel,8655535,21640.0,400
57ed1bb202, hey thanks mate your cool coz you watched it...,hey thanks mate,positive,morning,46-60,Vanuatu,307145,12200.0,25
4627ff9406,there`s not many things better than sleeping with my windows open,there`s not many things better than sleeping with my windows open,positive,night,31-45,Honduras,9904607,111890.0,89
eca0c361d3,http://twitpic.com/4jcfg - About to cycle within this quarry on Shipley glen near Baildon moor before heading back through the woods,http://twitpic.com/4jcfg - About to cycle within this quarry on Shipley glen near Baildon moor before heading back through the woods,neutral,noon,21-30,Iceland,341243,100250.0,3
2b8f9a437b,"BOOYA!! Sup Tweeps!? Happy inFAMOUS day to you all, off to get it very soon. Can`t wait to play, need to find some more time though","Happy inFAMOUS day to you all, off to get it very soon.",positive,morning,0-20,Sri Lanka,21413249,62710.0,341
d02a53a963,I`m going to school...JOY! :/ 7:20 am! I`ve got to go!  BYE!,I`m going to school...JOY! :/ 7:20 am! I`ve got to go!  BYE!,neutral,morning,46-60,Ethiopia,114963588,1000000.0,115
be7eb6d1e6, I actually meant to type 'end of September' but I was in the middle of a conversation with someone and I cant multitask,I actually meant to type 'end of September' but I was in the middle of a conversation with someone and I cant multitask,neutral,morning,46-60,Philippines,109581078,298170.0,368
04acec4acc,Whats is up with me! I am spilling everything,I am spilling everything,negative,night,31-45,Equatorial Guinea,1402985,28050.0,50
13bcc6a6f6, can you give me the link for the kimba diaries please?,can you give me the link for the kimba diaries please?,neutral,night,70-100,Ghana,31072940,227540.0,137
5da43b3792, Glad TS brought it! Sorry about ur foot shorty...ur gonna have to relax wit the heels,Sorry,negative,night,31-45,Brazil,212559417,8358140.0,25
1ecb8b0f6a," thank you, your dedication as a lamb is unparalleled also, all true lambs dedication is unparalleled","thank you,",positive,morning,46-60,China,1439323776,9388211.0,153
fc8fa4c792,Placed a $2 bet on a sure thing and lost.  no more betting for me!,Placed a $2 bet on a sure thing and lost.,negative,noon,60-70,Saudi Arabia,34813871,2149690.0,16
cbfddfa340,Having a great chat with a friend. He`s totally putting my mind at ease,He`s totally putting my mind at ease,positive,noon,60-70,Côte d'Ivoire,26378274,318000.0,83
1414efeca4,First ever dropped call on my mobile. On a call to  no less! ( being charged for data even though I have a data pack  ),charged,negative,night,31-45,Mexico,128932753,1943950.0,66
8671f4988e,So I slept 12 hrs! My body is aching,aching,negative,night,31-45,Marshall Islands,59190,180.0,329
2aff0dfbff,Homey missed da bus.,Homey missed da bus.,neutral,night,70-100,Ecuador,17643054,248360.0,71
32fa66c2aa, that`s a lot of mangoes.. haha  baka naglilihi ka ahh?? haha  joke lang carmen,that`s a lot of mangoes.. haha  baka naglilihi ka ahh?? haha  joke lang carmen,neutral,morning,0-20,Haiti,11402528,27560.0,414
5c452788b2,The fam back on the Big Island said the vog has been so bad that they can`t see the ocean. Sad!,bad,negative,night,31-45,Syria,17500658,183630.0,95
7669dc1086,i have a whole day planned for my mom today that i know she will love!,will love!,positive,morning,0-20,Congo (Congo-Brazzaville),5518087,342000.0,16
c861f23a07,Ugh i can`t sleep and it`s reallyy gettin to me gahif pisses me off so bad sometimes. Atleast i know who my friends are,bad,negative,morning,46-60,Mozambique,31255435,786380.0,40
d70cb6139b,  it wont let me vote even tho im signed in,it wont let me vote,negative,night,31-45,Marshall Islands,59190,180.0,329
6c8544613a,Morning peeps... If you need to get at me you know where I am... I`ll be around  ? http://blip.fm/~5jtyh,Morning peeps... If you need to get at me you know where I am... I`ll be around,neutral,noon,21-30,Colombia,50882891,1109500.0,46
ee5dd4239e, You realize you just did  a solid. Better than a full-page in the AJC.,You realize you just did  a solid. Better than a full-page in the AJC.,positive,night,70-100,Uganda,45741007,199810.0,229
ddff02713c,feeling nice... got a big **** smile on my face for no reason   take my **** to sleep right? lol,feeling nice..,positive,noon,60-70,Poland,37846611,306000.0,124
002453534c, hong kong is great for crazy 'English names'. A friend works with a 'miss chewbacca leung',hong kong is great for crazy 'English names'.,positive,night,31-45,Czechia (Czech Republic),10708981,77240.0,139
7f59b000cd,  what`s going on ?,what`s going on,neutral,night,31-45,Barbados,287375,430.0,668
005a314b21,"Augh, fever`s gone up again. If I end up missing the WeHo clubbing tomorrow night, I am going to be pissed. Stupid boytoy gave me plague.",I am going to be pissed.,negative,morning,0-20,Belarus,9449323,202910.0,47
